Business name,features
Peterson Automotive and Tire Corp.,"37.7065354, -121.72707779999999, Serviced accommodation, 4.4, California"
Flash Pet Salon & Hotel,"26.207098799999997, -98.2859673, Pet friendly accommodation, 4.5, Texas"
Historic Carson Hot Springs,"39.193320199999995, -119.7519016, Resort hotel, 4.3, Nevada"
Masonic Lodge,"32.3472882, -95.3037774, Lodge, 4.8, Texas"
Coral Bells Motel,"34.264353799999995, -118.4205271, Lodging, 3.2, California"
Microtel Inn & Suites by Wyndham San Antonio Airport North,"29.580441, -98.475115, Hotel, 3.5, Texas"
Stephenville Masonic Lodge #267,"32.2190377, -98.2032825, Lodge, 4.9, Texas"
Knights Inn Jacksboro,"33.203849999999996, -98.15225, Inn, 3.4, Texas"
Georgia Villas,"35.1489656, -101.8701401, Lodging, 3.8, Texas"
Knights Inn Jacksboro,"33.203849999999996, -98.15225, Lodge, 3.4, Texas"
Graham's At Squaw Valley,"39.199345099999995, -120.230103, Lodge, 4.5, California"
Christian Retreat,"27.5195083, -82.40289299999999, Retreat center, 4.4, Florida"
Camp Crucis,"32.459452999999996, -97.8268442, Retreat center, 4.9, Texas"
Depauville Hotel,"44.1394568, -76.0679218, Lodging, 4.6, New York"
Skyview Motel,"34.0708268, -117.4232856, Motel, 4.0, California"
Rodeway Inn Near Florida Mall,"28.468061, -81.39614399999999, Hotel, 2.7, Florida"
Preble Hotel,"42.7358577, -76.1495271, Hotel, 3.9, New York"
Coral Bells Motel,"34.264353799999995, -118.4205271, Indoor lodging, 3.2, California"
Universal Barber Shop,"27.7707327, -82.67433869999999, Lodging, 4.2, Florida"
Delta Inn,"29.5258693, -98.3945007, Motel, 2.7, Texas"
Byblos Niagara Resort and Spa,"43.021336399999996, -78.8963582, Resort hotel, 3.8, New York"
Comfort Inn & Suites Longview South - I-20,"32.449475299999996, -94.71444369999999, Lodge, 3.9, Texas"
Howard Johnson Inn & Suites San Antonio Near AT&T Center,"29.451575499999997, -98.4220119, Hotel, 3.9, Texas"
Jackie Robinson Training Complex,"27.6430103, -80.4282588, Hotel, 4.4, Florida"
Paws Up Certified Dog Training & Pet Supplies,"43.014733299999996, -74.20798239999999, Pet friendly accommodation, 4.9, New York"
Magnuson Hotel Pensacola,"30.4948639, -87.26289539999999, Indoor lodging, 2.2, Florida"
Recharge Bar & Grill,"39.5540812, -119.4900325, Hotel, 3.6, Nevada"
Gray Lodge #329 Masonic Lodge,"29.737976, -95.6482467, Lodge, 4.8, Texas"
Pine Bay Farm Inc,"44.3958683, -75.83324429999999, Indoor lodging, 5.0, New York"
Quail Creek Plantation,"27.4522579, -80.7160059, Lodge, 4.9, Florida"
Wyndham Vacation Rentals - Central Destin Office,"30.3889732, -86.42147349999999, Resort hotel, 4.0, Florida"
Anglers Riverside Retreat,"29.164261399999997, -81.52430869999999, Cabin rental agency, 4.5, Florida"
Americas Best Value Inn Reno,"39.536043899999996, -119.8051304, Hotel, 2.8, Nevada"
Hicks-Gregg House,"25.918376, -97.515535, Indoor lodging, 4.5, Texas"
Hicks-Gregg House,"25.918376, -97.515535, Indoor lodging, 4.5, Texas"
Stagecoach Chairlift - Heavenly Ski Resort,"38.9605436, -119.8870561, Ski resort, 4.7, Nevada"
Ponderosa Lodge,"39.5329942, -119.7947258, Lodge, 2.6, Nevada"
Summit Inn Hotel & Suites,"29.891854, -97.915345, Extended stay hotel, 2.1, Texas"
A1 Value Inn Hernando,"28.8972436, -82.3729841, Hotel, 3.3, Florida"
Roundhouse Inn,"39.1729477, -119.7670934, Hotel, 2.8, Nevada"
Amco Hotel and Suites/ Fort Hood,"31.118394799999997, -97.7433471, Hotel, 2.6, Texas"
IdleAir,"31.662022999999998, -106.23814159999999, Hotel, 3.2, Texas"
Coloma Cottages,"38.7993522, -120.88576499999999, Lodge, 5.0, California"
Casitas at Terranea West,"33.739505799999996, -118.39983489999999, Resort hotel, 4.7, California"
Days Inn by Wyndham Mt. Pleasant,"33.1659363, -94.9991546, Lodge, 3.6, Texas"
Rodeway Inn Near Florida Mall,"28.468061, -81.39614399999999, Hotel, 2.7, Florida"
Hines Motel,"34.006337099999996, -118.16336539999999, Motel, 3.5, California"
Best Western Posada Ana Inn-Airport - CLOSED,"29.5178627, -98.48297459999999, Hotel, 4.1, Texas"
Studio 6,"29.4273039, -98.41566859999999, Motel, 3.2, Texas"
Loma Linda Commons Apartment,"34.0573067, -117.2542831, Lodging, 3.8, California"
Big Fish RV Park,"27.977083999999998, -97.1166138, Lodging, 4.5, Texas"
Bella Toscana Med Spa,"28.8180083, -81.71372559999999, Resort hotel, 4.8, Florida"
Microtel Inn & Suites by Wyndham San Antonio Airport North,"29.580441, -98.475115, Lodge, 3.5, Texas"
Catskill Inn,"42.228553, -73.8694257, Indoor lodging, 2.6, New York"
Austin Suites Hotel,"30.3457515, -97.6972012, Hotel, 2.0, Texas"
Palace Inn Brenham,"30.142139099999998, -96.39869999999999, Extended stay hotel, 3.7, Texas"
Coloma Cottages,"38.7993522, -120.88576499999999, Mountain cabin, 5.0, California"
IHG Army Hotels Fort Drum Inn,"44.035703, -75.786215, Hotel, 3.9, New York"
Bella Toscana Med Spa,"28.8180083, -81.71372559999999, Resort hotel, 4.8, Florida"
Honey Lake Resort,"30.500440599999997, -83.6942538, Retreat center, 4.7, Florida"
Jackie Robinson Training Complex,"27.6430103, -80.4282588, Hotel, 4.4, Florida"
Trafalgar Village Resort,"28.2261597, -81.484079, Hotel, 4.5, Florida"
Double Eagle Lodge Inc,"43.5386428, -76.0752122, Lodge, 4.9, New York"
Babylon Masonic Lodge No. 793 F. & A. M.,"40.6942945, -73.3298176, Lodge, 4.5, New York"
HomeAway Downtown Austin,"30.270156, -97.7552903, Cabin rental agency, 2.3, Texas"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Lodge, 2.8, Florida"
Howard Johnson Inn Austin I-35,"30.228733499999997, -97.7430634, Hotel, 2.4, Texas"
Americas Best Value Inn & Suites Wine Country,"38.4787325, -122.7349292, Hotel, 2.8, California"
The Sullivan Event Center,"41.623656, -74.5912791, Hotel, 4.3, New York"
Levyland Estates,"33.1657881, -117.3569471, Lodging, 4.4, California"
Playa Del Oro Apartments,"33.9595869, -118.42037529999999, Indoor lodging, 4.0, California"
Moose Lodge,"44.3120237, -74.0020088, Resort hotel, 4.4, New York"
Rodeway Inn Near Florida Mall,"28.468061, -81.39614399999999, Hotel, 2.7, Florida"
Villagio Resorts (now The Belle Manor),"32.5194511, -97.2439804, Resort hotel, 4.5, Texas"
Econo Lodge Oceanfront,"29.207998, -80.998274, Hotel, 2.3, Florida"
Wilderness Inn II Restaurant,"44.3784626, -73.8339574, Inn, 4.3, New York"
Days Inn by Wyndham Mt. Pleasant,"33.1659363, -94.9991546, Inn, 3.6, Texas"
Travel lodge,"32.833886899999996, -97.2091286, Lodging, 3.7, Texas"
Dolphin Court Salon & Day Spa,"36.194575, -115.25898049999999, Resort hotel, 4.4, Nevada"
Texas City Dike,"29.378732099999997, -94.851033, Lodging, 4.4, Texas"
Whisper Falls Community,"29.370107599999997, -98.7535204, Lodging, 4.7, Texas"
Jackie Robinson Training Complex,"27.6430103, -80.4282588, Hotel, 4.4, Florida"
Sunnyside On the Gulf,"30.250173399999998, -85.94728669999999, Resort hotel, 4.5, Florida"
Beau Village Cottages,"29.6901132, -98.1479075, Cabin rental agency, 3.7, Texas"
Austin Suites Hotel,"30.3457515, -97.6972012, Extended stay hotel, 2.0, Texas"
Lakota's Farm Weddings & Events,"43.053543, -73.40914, Yoga retreat center, 4.8, New York"
Ronald McDonald House Charities of Amarillo,"35.195986, -101.915077, Indoor lodging, 4.9, Texas"
Budget Inn-Beaumont,"30.067528399999997, -94.15233479999999, Motel, 3.7, Texas"
The Cabins at Matagorda,"28.7033731, -95.9642921, Hotel, 4.5, Texas"
Red Roof Inn Orlando West,"28.5527265, -81.5461443, Inn, 3.7, Florida"
Lexington Crossing Phase 2,"29.6141471, -82.3638076, Lodging, 3.7, Florida"
American Inn & Suites,"31.352374899999997, -96.15153099999999, Hotel, 3.7, Texas"
Mohican Lake Resort,"41.516226499999995, -74.8104145, Resort hotel, 4.2, New York"
Lee Canyon,"36.3037018, -115.6796327, Ski resort, 4.6, Nevada"
Valley Motel,"32.775951299999996, -97.36727139999999, Motel, 2.8, Texas"
Scottish Inns,"27.742319, -98.0844982, Inn, 3.4, Texas"
Microtel Inn & Suites by Wyndham San Antonio Airport North,"29.580441, -98.475115, Hotel, 3.5, Texas"
El Mar RV Resort,"24.5677414, -81.7312443, Resort hotel, 4.3, Florida"
Lee Canyon,"36.3037018, -115.6796327, Ski resort, 4.6, Nevada"
South Shore Resort,"27.889266799999998, -81.46984619999999, Resort hotel, 4.5, Florida"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Hot spring hotel, 4.4, Nevada"
OYO Hotel Yoakum West,"29.2997072, -97.159109, Hotel, 4.6, Texas"
Triple Crown Motel,"42.9467468, -73.86955669999999, Motel, 3.3, New York"
Kusak Lodge,"43.2394062, -77.578565, Lodge, 4.7, New York"
breakers hotel,"26.7161287, -80.0850516, Hotel, 4.6, Florida"
Tay House Lodge,"43.141749999999995, -77.5660833, Lodge, 4.3, New York"
Motel 6 San Angelo - South,"31.4162987, -100.4404248, Hotel, 2.9, Texas"
Wingate by Wyndham Miramar,"25.9832592, -80.3473305, Inn, 3.5, Florida"
Jackie Robinson Training Complex,"27.6430103, -80.4282588, Hotel, 4.4, Florida"
Travelodge Houston Southeast,"29.649756099999998, -95.2505863, Motel, 1.9, Texas"
Sheridan Medical Lodge,"34.0711021, -98.5561752, Health resort, 4.2, Texas"
Ithaca Swim Club,"42.4791849, -76.4687232, Lodging, 4.6, New York"
Trickle Creek Cabins,"32.1701226, -97.9290973, Mountain cabin, 4.9, Texas"
Blue Water Retreat,"28.988652799999997, -95.24007499999999, Indoor lodging, 4.4, Texas"
Star Motel,"28.378304699999997, -82.6792076, Motel, 2.6, Florida"
Morningside Camps & Cottages,"43.78574, -73.9717545, Resort hotel, 4.9, New York"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Extended stay hotel, 2.8, Florida"
Microtel Inn & Suites by Wyndham San Antonio Airport North,"29.580441, -98.475115, Hotel, 3.5, Texas"
International Drive,"28.4257524, -81.4640387, Resort hotel, 4.6, Florida"
Byblos Niagara Resort and Spa,"43.021336399999996, -78.8963582, Resort hotel, 3.8, New York"
Brazos House Retreat,"32.3041, -97.7214508, Indoor lodging, 5.0, Texas"
Days Inn Madera,"36.982527399999995, -120.08745959999999, Hotel, 3.1, California"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Hotel, 2.8, Florida"
Alamo Ranch Fall Market,"29.4775572, -98.7434116, Lodging, 4.3, Texas"
The Wildflower Country Inn and Event Center,"29.9430053, -98.1018268, Group accommodation, 5.0, Texas"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Lodge, 2.8, Florida"
La Quinta Inn by Wyndham,"32.7040649, -96.27665309999999, Hotel, 3.6, Texas"
Mentone Beach Moose Lodge,"34.070712, -117.11845299999999, Lodge, 4.5, California"
New Nautilus Hotel,"40.5870102, -73.73514399999999, Extended stay hotel, 4.0, New York"
Ruby Ranch Lodge & Celebration Facility,"30.0729121, -97.9200596, Lodge, 4.5, Texas"
Sunstone Inn,"33.0115242, -96.79798339999999, Hotel, 3.0, Texas"
Villagio Resorts (now The Belle Manor),"32.5194511, -97.2439804, Resort hotel, 4.5, Texas"
Paws & Play Pet Resort,"32.0516319, -102.0147933, Pet friendly accommodation, 4.6, Texas"
Red Roof Inn Orlando West,"28.5527265, -81.5461443, Hotel, 3.7, Florida"
Historic Carson Hot Springs,"39.193320199999995, -119.7519016, Resort hotel, 4.3, Nevada"
Peterson Automotive and Tire Corp.,"37.7065354, -121.72707779999999, Serviced accommodation, 4.4, California"
Paul Smith's College VIC,"44.4484808, -74.2594, Ski resort, 4.8, New York"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Resort hotel, 4.4, Nevada"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Extended stay hotel, 2.8, Florida"
Stanford Sierra Conference Center,"38.8836845, -120.0727927, Retreat center, 4.8, California"
Inn & Suites,"42.6826168, -74.47401169999999, Hotel, 2.6, New York"
Acra Manor Resort,"42.3099546, -74.0538134, Hotel, 4.0, New York"
VOA Mens Shelter,"39.530033599999996, -119.80890819999999, Lodging, 2.8, Nevada"
The Villas at Seven Dwarfs,"28.324064999999997, -81.466306, Resort hotel, 4.5, Florida"
Graham's At Squaw Valley,"39.199345099999995, -120.230103, Lodge, 4.5, California"
Delux Inn,"32.8894322, -96.6824827, Lodging, 3.2, Texas"
B-Cozy Motel,"43.0677404, -78.84774689999999, Motel, 3.4, New York"
Alamo Ranch Fall Market,"29.4775572, -98.7434116, Lodging, 4.3, Texas"
Sherman Rooming House,"29.7369851, -95.3000223, Indoor lodging, 3.1, Texas"
Washington Courts,"29.4293066, -98.53679079999999, Motel, 3.6, Texas"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Extended stay hotel, 2.8, Florida"
Ithaca Swim Club,"42.4791849, -76.4687232, Lodging, 4.6, New York"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Resort hotel, 4.4, Nevada"
Lakota's Farm Weddings & Events,"43.053543, -73.40914, Yoga retreat center, 4.8, New York"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Extended stay hotel, 2.8, Florida"
D And D Hotel,"42.8719076, -77.24992979999999, Hotel, 3.6, New York"
Cupping & Massage Therapy حجامة Hijama,"29.7386926, -95.5173872, Lodging, 4.9, Texas"
New Ebony Hotel,"40.800419399999996, -73.95405099999999, Hotel, 3.3, New York"
Luxury Inn,"29.9240355, -95.50118859999999, Indoor lodging, 3.4, Texas"
Delta Inn,"29.5258693, -98.3945007, Motel, 2.7, Texas"
The Sullivan Event Center,"41.623656, -74.5912791, Hotel, 4.3, New York"
West Express Inn,"26.7543576, -80.93867829999999, Motel, 3.6, Florida"
Twin Palms Resort & Marina,"28.8463592, -81.8867331, Lodging, 2.4, Florida"
Emiliano Breit Salon & Spa,"25.747768999999998, -80.2583057, Resort hotel, 4.9, Florida"
Comfort Inn & Suites Longview South - I-20,"32.449475299999996, -94.71444369999999, Hotel, 3.9, Texas"
Strata Restaurant and Bar,"29.995185, -95.57132299999999, Self-catering accommodation, 3.8, Texas"
The Winfield Inn,"29.983042599999997, -97.88980649999999, Hotel, 4.8, Texas"
Falcon Heights Motel & RV Park,"26.563081699999998, -99.1240005, Motel, 3.9, Texas"
Building 69,"28.4011894, -81.46872929999999, Hotel, 4.8, Florida"
Dolphin Court Salon & Day Spa,"36.194575, -115.25898049999999, Resort hotel, 4.4, Nevada"
Whitten Inn,"31.037499999999998, -104.8519444, Motel, 3.5, Texas"
Cedarwood Travel Lodge,"42.901392799999996, -77.7082501, Lodge, 4.5, New York"
Quality Inn,"40.760728, -73.833692, Hotel, 3.7, New York"
"Holland House, Galveston, Texas","29.2702802, -94.8278278, Lodging, 4.1, Texas"
Copper Kettle Motel,"42.3087071, -74.2308664, Hotel, 4.5, New York"
Best Bet Lodging,"39.5157053, -119.8084962, Lodging, 3.5, Nevada"
Quality Inn,"40.669491, -73.909065, Hotel, 3.4, New York"
The Spa at Emerald Grande,"30.3946039, -86.51212919999999, Resort hotel, 4.0, Florida"
Bluejack National Club & Community,"30.305836399999997, -95.7710443, Resort hotel, 4.8, Texas"
Red Roof Inn Orlando West,"28.5527265, -81.5461443, Inn, 3.7, Florida"
Mission Beach Retreat,"32.783691399999995, -117.2536239, Indoor lodging, 4.6, California"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Resort hotel, 4.4, Nevada"
Bienville Plantation,"30.3975582, -82.7700347, Resort hotel, 4.6, Florida"
Quality Inn,"40.760728, -73.833692, Lodge, 3.7, New York"
Market Street Manor Motel,"40.5778974, -122.3874434, Motel, 2.9, California"
Order Sons of Italy In America,"40.770954599999996, -73.3326929, Lodge, 4.6, New York"
The Cabins at Matagorda,"28.7033731, -95.9642921, Hotel, 4.5, Texas"
Century Motel,"32.7398357, -97.2756545, Motel, 3.7, Texas"
Americas Best Value Inn Las Vegas,"36.0995491, -115.1652331, Motel, 2.9, Nevada"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Hot spring hotel, 4.4, Nevada"
D And D Hotel,"42.8719076, -77.24992979999999, Hotel, 3.6, New York"
Motel Airport Inn,"33.9462456, -117.44336469999999, Motel, 3.5, California"
Wingate by Wyndham Miramar,"25.9832592, -80.3473305, Inn, 3.5, Florida"
Lake Kathryn Motel - CLOSED,"28.685243399999997, -81.3318804, Motel, 2.8, Florida"
Rodeway Inn & Suites,"34.068798699999995, -118.0997263, Hotel, 3.3, California"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Hotel, 2.8, Florida"
Land of Id,"28.2585733, -82.4601946, Resort hotel, 4.8, Florida"
American Inn of Cocoa,"28.370505899999998, -80.73614789999999, Motel, 3.3, Florida"
"Serenity Rose Farm, Cabins & Event Space","30.328925299999998, -95.54484099999999, Camping cabin, 4.8, Texas"
Lee Canyon,"36.3037018, -115.6796327, Ski resort, 4.6, Nevada"
Amco Hotel and Suites/ Fort Hood,"31.118394799999997, -97.7433471, Indoor lodging, 2.6, Texas"
Tehachapi Cemetery,"35.1390603, -118.46420789999999, Lodging, 3.6, California"
Atlantis Salt Cave,"26.366322099999998, -80.18875059999999, Yoga retreat center, 4.4, Florida"
Econfina Resort,"30.062117999999998, -83.90644189999999, Resort hotel, 4.6, Florida"
Beaches Jet Set Pets,"30.2765456, -81.3963967, Lodge, 4.9, Florida"
The Villas at Seven Dwarfs,"28.324064999999997, -81.466306, Resort hotel, 4.5, Florida"
Atlantis Salt Cave,"26.366322099999998, -80.18875059999999, Yoga retreat center, 4.4, Florida"
A Place To Be Motel,"27.127169199999997, -82.4710487, Hotel, 4.0, Florida"
Angie's Motel,"26.2548569, -98.3587525, Motel, 4.3, Texas"
Super 8 Laredo,"27.523114999999997, -99.503931, Hotel, 3.5, Texas"
Scottish Inns & Suites,"29.784008099999998, -95.6496154, Inn, 3.6, Texas"
Olcott Harbor Resort,"43.333818799999996, -78.7205621, Motel, 4.3, New York"
International Drive,"28.4257524, -81.4640387, Resort hotel, 4.6, Florida"
Macks Inn,"44.5229551, -75.5923627, Inn, 4.5, New York"
Bald Rocks Shelter,"41.2426459, -74.1322134, Mountain cabin, 4.5, New York"
Rodeway Inn,"27.484928, -97.849824, Hotel, 3.3, Texas"
Arcadia Resorts,"27.88141, -82.8491339, Hotel, 4.4, Florida"
Microtel Inn & Suites by Wyndham San Antonio Airport North,"29.580441, -98.475115, Hotel, 3.5, Texas"
Parkstead Watertown at Black River,"43.9737619, -75.884455, Lodging, 3.6, New York"
Cascade Motel,"40.5455164, -122.38699159999999, Motel, 3.0, California"
"Serenity Rose Farm, Cabins & Event Space","30.328925299999998, -95.54484099999999, Retreat center, 4.8, Texas"
Marco Resort & Club,"25.973250999999998, -81.7283717, Hotel, 4.4, Florida"
Super 8 Marshall TX,"32.4866184, -94.3590729, Hotel, 3.9, Texas"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Extended stay hotel, 2.8, Florida"
Wingate by Wyndham Miramar,"25.9832592, -80.3473305, Extended stay hotel, 3.5, Florida"
A Site To Sea,"29.4440128, -94.6482071, Resort hotel, 4.7, Texas"
Apopka Golf & Tennis at Errol Estate,"28.703944, -81.53435499999999, Resort hotel, 3.7, Florida"
Caribbean Mystique Massage & Wellness Spa of Lutz,"28.1930828, -82.4734649, Resort hotel, 4.5, Florida"
Top Carts 413,"33.3981286, -94.09668169999999, Resort hotel, 4.8, Texas"
Wayfarer motel,"33.887608799999995, -98.4792801, Lodging, 3.7, Texas"
Hunts point job center,"40.8173434, -73.89030029999999, Lodging, 3.4, New York"
Delux Inn,"32.8894322, -96.6824827, Lodging, 3.2, Texas"
The Wildflower Country Inn and Event Center,"29.9430053, -98.1018268, Lodge, 5.0, Texas"
Villagio Resorts (now The Belle Manor),"32.5194511, -97.2439804, Resort hotel, 4.5, Texas"
Medley at Southshore Bay,"27.703329, -82.3199844, Lodging, 4.4, Florida"
Whitten Inn,"31.037499999999998, -104.8519444, Motel, 3.5, Texas"
Harbor Inn Bayfront,"27.795128799999997, -97.3919966, Hotel, 2.6, Texas"
Building 69,"28.4011894, -81.46872929999999, Hotel, 4.8, Florida"
Econo Lodge,"29.80021, -82.50929599999999, Hotel, 3.0, Florida"
Byblos Niagara Resort and Spa,"43.021336399999996, -78.8963582, Hotel, 3.8, New York"
The Hacienda at Santa Lucia Preserve,"36.456710799999996, -121.8070678, Indoor lodging, 4.9, California"
